Setcode,"Card Name ""JP (EN)""",Image,Type,Rarity,Color,LIFE/HP,Tags,Text
hSD01-020,"ホロリスの輪
(Circle of hololive Listeners)",,Support (Event),C,,,,"Roll a dice once:If it is 3 or greater, send 1 cheer from your archive to your holomem."
hSD01-021,First Gravity,,Support (Event),C,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of <Tokino Sora> and/or <AZKi> from among them, and put the revealed holomem into hand. Then, return the rest to the bottom of the deck in any order."
hSD01-003,"ときのそら
(Tokino Sora)",,Debut holomem,C,White,60,#JP #Gen 0 #Singing,"Arts: (๑╹ᆺ╹)  nun nun
Cost: 1 any color
Power: 30"
hSD01-008,AZKi,,Debut holomem,C,Green,70,#JP #Gen 0 #Singing,"Arts: Keep working hard!
Cost: 1 any color
Power: 20"
hSD02-001,"百鬼あやめ
(Nakiri Ayame)",,Oshi holomem,OC,Red,5,,"Oshi Skill holo Power -2: Red Mic
[1/Turn]During this turn, your red center holomem gets Arts+20.

SP Oshi Skill holo Power -1: Now! Once more!
[1/Game]Return 1 red holomem from your archive to hand."
hSD02-002,"百鬼あやめ
(Nakiri Ayame)",,Debut holomem,C,Red,90,#JP #Gen 2 #Shooter,"Arts: Konnakiri~
Cost: 1 red
Power: 30

Extra: You may include any number of this holomem in the deck"
hSD02-003,"百鬼あやめ
(Nakiri Ayame)",,Debut holomem,C,Red,70,#JP #Gen 2 #Shooter,"Collab Effect: Karma
Deal 10 Special Damage to your opponent's collab holomem.

Arts: Shiranui
Cost: 1 any color
Power: 30"
hSD02-004,"百鬼あやめ
(Nakiri Ayame)",,Debut holomem,U,Red,60,#JP #Gen 2 #Shooter,"Collab Effect: Ayame's first anniversary
If there is a <Poyoyo> attached to this holomem, during this turn your center holomem gets Arts +20.

Arts: Delicious dangos
Cost: 1 red
Power: 30"
hSD02-005,"百鬼あやめ
(Nakiri Ayame)",,1st holomem,C,Red,140,#JP #Gen 2 #Shooter,"Arts: Sleepy yo~
Cost: 1 any color
Power: 20

Arts: Otsunakiri
Cost: 1 red, 1 any color
Power: 60"
hSD02-006,"百鬼あやめ
(Nakiri Ayame)",,1st holomem,C,Red,140,#JP #Gen 2 #Shooter,"Bloom Effect: Birthday party
You may archive 1 card from your hand:Deal 20 Special Damage to your opponent's center holomem or collab holomem.

Arts: Celebrate together
Cost: 1 red
Power: 30"
hSD02-007,"百鬼あやめ
(Nakiri Ayame)",,1st holomem,U,Red,120,#JP #Gen 2 #Shooter,"Bloom Effect: Docchi docchi♪
If Bloomed from Debut, look at the top 2 cards of your deck. Reveal 1 and add it to hand, then archive the other.

Arts: Don't miss the shining me!!
Cost: 1 any color
Power: 30"
hSD02-008,"百鬼あやめ
(Nakiri Ayame)",,1st Buzz holomem,R,Red,230,#JP #Gen 2 #Shooter,"Arts: Fancy birthday
Cost: 1 red, 1 any color
Power: 40

Arts: What's in the present?
Cost: 2 red, 1 any color
Power: 50
You may archive 1 card from your hand:Deal 50 Special Damage to your opponent's center holomem or collab holomem.

Extra: If this holomem is downed, you get Life-2"
hSD02-009,"百鬼あやめ
(Nakiri Ayame)",,2nd holomem,RR,Red,180,#JP #Gen 2 #Shooter,"Arts: The ""Aya"" in AyaFubuMi
Cost: 1 red
Power: 60, +50 vs Yellow

Arts: Yo~ da yo
Cost: 2 red, 1 any color
Power: 40, +50 vs Yellow
You may archive 1~3 cards from your hand:Deal 40 Special Damage for each archived card to your opponent's center holomem.

[SR version available in hBP02 Quintet Spectrum]"
hSD02-010,"白上フブキ
(Shirakami Fubuki)",,Spot holomem,U,None,80,"#JP #Gen 1 #Gamers
#Kemomimi #Painting","Collab Effect: Please come back!
You may return 1 mascot from your archive to hand.

Arts: The ""Fubu"" in AyaFubuMi
Cost: 1 any color
Power: 20

Extra: This holomem cannot Bloom"
hSD02-011,"大神ミオ
(Ookami Mio)",,Spot holomem,U,None,50,"#JP #Gamers
#Kemomimi #Cooking","Collab Effect: Onikemono Association
You may archive 1 holomem from your hand:Send the top card of your cheer deck to your Debut holomem.

Arts: The ""Mi"" in AyaFubuMi
Cost: 1 any color
Power: 10

Extra: This holomem cannot Bloom"
hSD02-012,"いろはにほへっと あやふぶみ
(AyaFubuMi)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of <Shirakami Fubuki>, <Ookami Mio>, and/or <Nakiri Ayame> from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order."
hSD02-013,"阿修羅＆羅刹
(Asura & Rakshasa)",,Support (Tool),C,,,,"The holomem this tool is attached to gets Arts+10.

◆Additional ability if attached to a 1st or greater <Nakiri Ayame>
The holomem this tool is attached to gets Arts+10.

Only 1 tool can be attached to each of your holomem."
hSD02-014,"ぽよ余
(Poyoyo)",,Support (Mascot),C,,,#ShirakamiCharacter,"The holomem this mascot is attached to gets +20 HP.

◆Additional ability if attached to <Nakiri Ayame>
When the holomem this mascot is attached to Blooms, draw 1 card from your deck.

Only 1 mascot can be attached to each of your holomem."
hSD03-001,"猫又おかゆ
(Nekomata Okayu)",,Oshi holomem,OC,Blue,5,,"Oshi Skill holo Power -2: Blue Mic
[1/Turn]During this turn, your blue center holomem gets Arts+20.

SP Oshi Skill holo Power -1: Strike Back
[1/Game]Usable when your holomem deals Damage to your opponent's back holomem:Deal 50 Special Damage to that back holomem."
hSD03-002,"猫又おかゆ
(Nekomata Okayu)",,Debut holomem,C,Blue,100,"#JP #Gamers
#Kemomimi","Arts: Mogu mogu~ Okayu
Cost: 1 any color
Power: 30

Extra: You may include any number of this holomem in the deck"
hSD03-003,"猫又おかゆ
(Nekomata Okayu)",,Debut holomem,C,Blue,70,"#JP #Gamers
#Kemomimi","Collab Effect: I'll come to your house...!
If your center holomem has #Gamers, deal 10 Special Damage to your opponent's center holomem and 1 of their back holomem. However, your opponent's Life does not reduce even if downed.

Arts: Please let me into your house
Cost: 1 blue
Power: 10"
hSD03-004,"猫又おかゆ
(Nekomata Okayu)",,Debut holomem,U,Blue,80,"#JP #Gamers
#Kemomimi","Collab Effect: Would you like to go to school with me...?
You may reveal the top card of your deck:If the revealed card is a Debut holomem or Spot holomem, send the top card of your cheer deck to this holomem. Then, return the revealed card to the bottom of the deck.

Arts: Student Cat
Cost: 1 any color
Power: 20"
hSD03-005,"猫又おかゆ
(Nekomata Okayu)",,1st holomem,C,Blue,170,"#JP #Gamers
#Kemomimi","Arts: Give me a tight hug♡
Cost: 1 any color
Power: 30

Arts: ehehe prank
Cost: 1 blue, 1 any color
Power: 50"
hSD03-006,"猫又おかゆ
(Nekomata Okayu)",,1st holomem,C,Blue,140,"#JP #Gamers
#Kemomimi #Singing","Arts: Nekokaburi
Cost: 1 blue
Power: 30

Arts: shaa
Cost: 1 blue, 1 any color
Power: 40
You may archive 1 blue cheer from this holomem:Deal 10 Special Damage to your opponent's center holomem and 1 of their back holomem."
hSD03-007,"猫又おかゆ
(Nekomata Okayu)",,1st holomem,U,Blue,110,"#JP #Gamers
#Kemomimi","Bloom Effect: Laugh lots more!
Send 1 cheer from your archive to your holomem with #Gamers.

Arts: Sending my own song with all my might!
Cost: 1 any color
Power: 20"
hSD03-008,"猫又おかゆ
(Nekomata Okayu)",,1st Buzz holomem,R,Blue,240,"#JP #Gamers
#Kemomimi","Gift: Dorobo Construction CEO
[Center position only]Your [<Takane Lui>, <Ookami Mio>, <Shirakami Fubuki>, <La+ Darknesss>, and <Inugami Korone>] get Arts+20.

Arts: The Most Noble Nekomata Okayu
Cost: 1 blue, 1 any color
Power: 60

Extra: If this holomem is downed, you get Life-2"
hSD03-009,"猫又おかゆ
(Nekomata Okayu)",,2nd holomem,RR,Blue,190,"#JP #Gamers
#Kemomimi","Arts: MOGMOG
Cost: 1 blue, 1 any color
Power: 60, +50 vs White

Arts: Okayu~
Cost: 2 blue, 2 any color
Power: 100, +50 vs White
You may archive 2 blue cheers from this holomem:Deal 30 Special Damage to your opponent's center holomem and 1 of their back holomem.

[SR version available in hBP02 Quintet Spectrum]"
hSD03-010,"戌神ころね
(Inugami Korone)",,Spot holomem,U,None,70,"#JP #Gamers
#Kemomimi","Collab Effect: Dorobo Construction Intern
If your center holomem is <Nekomata Okayu>, reveal 1 [fan or mascot] from your deck, and add it to hand. Then, shuffle the deck.

Arts: Orayo
Cost: 1 any color
Power: 30

Extra: This holomem cannot Bloom"
hSD03-011,"ラプラス・ダークネス
(La+ Darknesss)",,Spot holomem,U,None,60,#JP #holoX #Shooter,"Arts: Dorobo Construction Agricultural Minister
Cost: 1 any color
Power: 10

Arts: I'll definitely let you eat it
Cost: 2 any color
Power: 20
If you have 2 or less cards in hand, draw cards from your deck until you have 3 cards in hand.

Extra: This holomem cannot Bloom"
hSD03-012,"泥棒建設
(Dorobo Construction)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of <Nekomata Okayu>, <Takane Lui>, <Ookami Mio>, <Shirakami Fubuki>, <La+ Darknesss>, and/or <Inugami Korone> from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order."
hSD03-013,"おかにゃん
(Okanyan)",,Support (Mascot),C,,,,"The holomem this mascot is attached to in the center position or collab position takes -10 Damage.

◆Additional ability if attached to <Nekomata Okayu>
When the holomem this fan is attached to would archive cheer as part of their ability, you may archive this mascot instead of 1 blue cheer.

Only 1 mascot can be attached to each of your holomem."
hSD03-014,"おにぎりゃー
(Onigirya)",,Support (Fan),C,,,,"The holomem this fan is attached to gets +10 HP.

You may only attach this fan to your <Nekomata Okayu>, and you may attach any number of this fan per holomem."
hSD04-001,"癒月ちょこ
(Yuzuki Choco)",,Oshi holomem,OC,Purple,5,,"Oshi Skill holo Power -2: Purple Mic
[1/Turn]During this turn, your purple center holomem gets Arts+20.

SP Oshi Skill holo Power -1: Card Change
[1/Game]Draw 2 cards from your deck, then archive 1 card from your hand."
hSD04-002,"癒月ちょこ
(Yuzuki Choco)",,Debut holomem,C,Purple,100,#JP #Gen 2 #Cooking,"Arts: Underworld School Nurse
Cost: 1 any color
Power: 30

Extra: You may include any number of this holomem in the deck"
hSD04-003,"癒月ちょこ
(Yuzuki Choco)",,Debut holomem,C,Purple,60,#JP #Gen 2 #Cooking,"Collab Effect: Good Evening~
If your Oshi holomem's color is purple, draw 1 card from your deck.

Arts: My cute students~
Cost: 1 purple, 1 any color
Power: 30"
hSD04-004,"癒月ちょこ
(Yuzuki Choco)",,Debut holomem,U,Purple,60,#JP #Gen 2 #Cooking,"Collab Effect: Hellish Portion Rice
You may archive 1 card from your hand:Reveal an event with #Food from your deck, and add it to hand. Then, shuffle the deck.

Arts: Please eat a lot♡
Cost: 1 purple
Power: 20"
hSD04-005,"癒月ちょこ
(Yuzuki Choco)",,1st holomem,C,Purple,140,#JP #Gen 2 #Cooking,"Arts: Otsukareito......
Cost: 1 purple
Power: 20

Arts: ohhh (chu)
Cost: 1 purple, 1 any color
Power: 40"
hSD04-006,"癒月ちょこ
(Yuzuki Choco)",,1st holomem,C,Purple,130,#JP #Gen 2 #Cooking,"Arts: Forbidden Kiss
Cost: 1 purple, 1 any color
Power: 30
When this Arts deals damage to your opponent's holomem, restore 10 HP to this holomem for each 10 damage dealt."
hSD04-007,"癒月ちょこ
(Yuzuki Choco)",,1st holomem,U,Purple,110,#JP #Gen 2 #Cooking,"Bloom Effect: Choco~n!
You may return 1 non-Limited event from your archive to hand.

Arts: Daisuki! Chu♡
Cost: 2 any color
Power: 30
Restore 20 HP to 1 of your back holomem."
hSD04-008,"癒月ちょこ
(Yuzuki Choco)",,1st Buzz holomem,R,Purple,230,#JP #Gen 2 #Cooking,"Arts: Did my best making this
Cost: 1 purple, 1 any color
Power: 40

Arts: Enjoy the meal
Cost: 2 purple, 1 any color
Power: 60+
You may return 1 event with #Food from your archive to hand:This Arts gets +20.

Extra: If this holomem is downed, you get Life-2"
hSD04-009,"癒月ちょこ
(Yuzuki Choco)",,2nd holomem,RR,Purple,190,#JP #Gen 2 #Cooking,"Arts: 33... 22... 11...
Cost: 1 purple, 1 any color
Power: 50, +50 vs Green

Arts: Go!
Cost: 2 purple, 1 any color
Power: 60+, +50 vs Green
This Arts gets +40 for each event you have used this turn.

[SR version available in hBP02 Quintet Spectrum]"
hSD04-010,"大空スバル
(Oozora Subaru)",,Spot holomem,U,None,60,#JP #Gen 2,"Collab Effect: Chiyocooo
If your center holomem is <Yuzuki Choco>, you may send 1 cheer from your archive to your holomem.

Arts: I'll make you draw the hell lotto!
Cost: 2 any color
Power: 20

Extra: This holomem cannot Bloom"
hSD04-011,"姫森ルーナ
(Himemori Luna)",,Spot holomem,U,None,60,#JP #Gen 4,"Collab Effect: Choco-tentei~
Look at your holo Power. Reveal 1 card from among them, and add it to hand. Then, put 1 card from your hand to holo Power.

Arts: Nnaaaaaaaaa
Cost: 1 any color
Power: 10

Extra: This holomem cannot Bloom"
hSD04-012,"スバちょこルーナ
(SubaChocoLuna)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of <Oozora Subaru>, <Yuzuki Choco>, and/or <Himemori Luna> from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order."
hSD04-013,"ちょこのオムライス
(Choco's Omurice)",,Support (Event),C,,,#Food,"Choose one of your holomem. Restore 20 HP to that holomem. If there are any holomem with #Cooking on your stage, during this turn the chosen holomem gets Arts+20."
hSD04-014,"しょこら
(Chocolat)",,Support (Mascot),C,,,,"The holomem this mascot is attached to gets +20 HP.

◆Additional ability if attached to <Yuzuki Choco>
When the holomem this mascot is attached to Blooms, restore 20 HP to this holomem.

Only 1 mascot can be attached to each of your holomem."
hSD05-001,"轟はじめ
(Todoroki Hajime)",,Oshi holomem,OC,White,5,,"Oshi Skill holo Power -2: White Mic
[1/Turn]During this turn, your white center holomem gets Arts+20.

SP Oshi Skill holo Power -1: Quick Guard
[1/Game]During your opponent's turn, usable if your white holomem would take Damage from your opponent:That holomem takes -20 Damage."
hSD05-002,"轟はじめ
(Todoroki Hajime)",,Debut holomem,C,White,100,"#DEV_IS #ReGLOSS
#Baby","Arts: Bunbunbun!
Cost: 1 any color
Power: 30

Extra: You may include any number of this holomem in the deck"
hSD05-003,"轟はじめ
(Todoroki Hajime)",,Debut holomem,C,White,60,"#DEV_IS #ReGLOSS
#Baby","Collab Effect: Konchikuwa
During this turn, your center holomem with #ReGLOSS gets Arts +10.

Arts: Fashionable banchou
Cost: 1 any color
Power: 30"
hSD05-004,"轟はじめ
(Todoroki Hajime)",,Debut holomem,U,White,120,"#DEV_IS #ReGLOSS
#Baby","Arts: ReGLOSS's Banchou!
Cost: 1 white, 1 any color
Power: 40"
hSD05-005,"轟はじめ
(Todoroki Hajime)",,1st holomem,C,White,140,"#DEV_IS #ReGLOSS
#Baby","Arts: Ice to mitchu
Cost: 1 white
Power: 40

Arts: Yah!
Cost: 2 any color
Power: 60"
hSD05-006,"轟はじめ
(Todoroki Hajime)",,1st holomem,C,White,100,"#DEV_IS #ReGLOSS
#Baby","Arts: Light on her feet, Todoroki Hajime
Cost: 1 any color
Power: 30

Arts: Tank yoo!
Cost: 1 white, 1 any color
Power: 50+
If there are at least 3 differently-named holomem with #ReGLOSS on your stage, this Arts gets +20."
hSD05-007,"轟はじめ
(Todoroki Hajime)",,1st holomem,U,White,120,"#DEV_IS #ReGLOSS
#Baby","Bloom Effect: A jane-of-all-trades seeking to be the #1 badass in the universe
Draw 1 card from your deck.

Arts: Courage, charm, the strongest
Cost: 1 any color
Power: 20"
hSD05-008,"轟はじめ
(Todoroki Hajime)",,1st Buzz holomem,R,White,230,"#DEV_IS #ReGLOSS
#Baby","Arts: I think I'm starting to look like a Banchou!
Cost: 2 white
Power: 50
During this turn, 1 of your Debut holomem with #ReGLOSS gets Arts +40.

Extra: If this holomem is downed, you get Life-2"
hSD05-009,"轟はじめ
(Todoroki Hajime)",,2nd holomem,RR,White,180,"#DEV_IS #ReGLOSS
#Baby","Bloom Effect: Add color to the world with dance!
Reveal 1 [Debut holomem or 1st holomem] with #ReGLOSS from your deck, and add it to hand. Then, shuffle the deck.

Arts: Purple Lightning
Cost: 2 white, 1 any color
Power: 80+, +50 vs purple
If there are any holomem with #ReGLOSS other than <Todoroki Hajime> on your stage, this Arts gets +30.

[SR version available in hBP03 Elite Spark]"
hSD05-010,"儒烏風亭らでん
(Juufuutei Raden)",,Debut holomem,U,Green,80,"#DEV_IS #ReGLOSS
#Alcohol","Arts: Take a seat
Cost: 1 any color
Power: 20
You may send 1 cheer from your archive to your holomem with #ReGLOSS."
hSD05-011,"一条莉々華
(Ichijou Ririka)",,Debut holomem,U,Red,70,"#DEV_IS #ReGLOSS
#Cooking","Collab Effect: Leave it to me!
If your center holomem has #ReGLOSS and you have 5 or less cards in hand, draw 1 card from your deck.

Arts: President's Oshi Work
Cost: 1 any color
Power: 20"
hSD05-012,"火威青
(Hiodoshi Ao)",,Debut holomem,U,Blue,70,"#DEV_IS #ReGLOSS
#Painting","Collab Effect: Ta-da!
Deal 10 Special Damage to your opponent's center holomem or 1 of their back holomem.

Arts: You're the cutest in the world
Cost: 1 any color
Power: 20"
hSD05-013,"音乃瀬奏
(Otonose Kanade)",,Debut holomem,U,Yellow,90,"#DEV_IS #ReGLOSS
#Singing","Collab Effect: Crescendo Days
You may reattach 1 cheer on your stage to your holomem other than this holomem.

Arts: HAHA
Cost: 1 any color
Power: 20"
hSD05-014,"ばんぺん
(Banpen)",,Support (Mascot),C,,,,"The holomem this mascot is attached to gets Arts+10.

◆Additional ability if attached to <Todoroki Hajime>
The holomem this mascot is attached to gets +20 HP.

Only 1 mascot can be attached to each of your holomem."
hPR-002,ReGLOSS,,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of holomem with #ReGLOSS from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order."
hSD06-001,"風真いろは
(Kazama Iroha)",,Oshi holomem,OC,Green,5,,"Oshi Skill holo Power -2: Green Mic
[1/Turn]During this turn, your green center holomem gets Arts+20.

SP Oshi Skill holo Power -1: Let's All Give Our Best!
[1/Game]Restore 20 HP to all of your green holomem."
hSD06-002,"風真いろは
(Kazama Iroha)",,Debut holomem,C,Green,80,#JP #holoX,"Collab Effect: NOT! NIN-NIN!!
Restore 10 HP to 1 of your holomem.

Arts: YES! JAKIN-JAKIN!!
Cost: 1 any color
Power: 20"
hSD06-003,"風真いろは
(Kazama Iroha)",,Debut holomem,U,Green,80,#JP #holoX,"Arts: Take you down in one slash
Cost: 1 green
Power: 30+
If your center holomem is damaged, this Arts gets +10."
hSD06-004,"風真いろは
(Kazama Iroha)",,1st holomem,C,Green,160,#JP #holoX,"Arts: Shy bodyguard
Cost: 1 green, 1 any color
Power: 60"
hSD06-005,"風真いろは
(Kazama Iroha)",,1st holomem,C,Green,120,#JP #holoX,"Bloom Effect: Going out with Kazama
Send the top card of your cheer deck to your holomem with #holoX.

Arts: Together with Kazama!
Cost: 1 green
Power: 30"
hSD06-006,"風真いろは
(Kazama Iroha)",,1st Buzz holomem,R,Green,220,#JP #holoX,"Bloom Effect: Samurai Girl
Reveal 1 [<Chakimaru> or <Pokobe>] from your deck, and add it to hand. Then, shuffle the deck.

Arts: It will cause rust on your sword!
Cost: 1 green, 1 any color
Power: 50

Extra: If this holomem is downed, you get Life-2"
hSD06-007,"風真いろは
(Kazama Iroha)",,2nd holomem,RR,Green,180,#JP #holoX,"Bloom Effect: Bringing you energy
Restore 30 HP to 1 of your holomem with #holoX.

Arts: Am I a genius?
Cost: 1 green, 2 any color
Power: 70+, +50 vs blue
If there are 5 or more cheers on your stage, this Arts gets +50.

[SR version available in hBP03 Elite Spark]"
hSD06-008,"博衣こより
(Hakui Koyori)",,Debut holomem,U,White,70,"#JP #holoX
#Kemomimi","Collab Effect: The brains!
If your center holomem has #holoX and you have 5 or less cards in hand, draw 1 card from your deck.

Arts: doya
Cost: 1 any color
Power: 10"
hSD06-009,"鷹嶺ルイ
(Takane Lui)",,Debut holomem,U,Red,80,"#JP #holoX #Bird
#Alcohol","Arts: Reliable Executive
Cost: 1 any color
Power: 20
You may return 1 Debut holomem with #holoX from your archive to hand."
hSD06-010,"ラプラス・ダークネス
(La+ Darknesss)",,Debut holomem,U,Purple,60,#JP #holoX #Shooter,"Arts: Party of Madness
Cost: 1 any color
Power: 30+
[Collab position only]If you have used your SP Oshi Skill during this turn's Main Phase, this Arts gets +50."
hSD06-011,"ﾁｬｷ丸
(Chakimaru)",,Support (Tool),C,,,,"The holomem this tool is attached to gets Arts+10.

◆Additional ability if attached to a 1st or greater <Kazama Iroha>
[1/Turn]During your opponent's turn, when the holomem this tool is attached to takes Damage, deal 20 Special Damage to your opponent's center holomem. However, your opponent's Life does not reduce even if downed.

Only 1 tool can be attached to each of your holomem."
hSD06-012,"ぽこべぇ
(Pokobe)",,Support (Mascot),C,,,,"The holomem this mascot is attached to gets +10 HP.

◆Additional ability if attached to <Kazama Iroha>
The holomem this mascot is attached to gets +20 HP.

Only 1 mascot can be attached to each of your holomem."
hSD07-001,"不知火フレア
(Shiranui Flare)",,Oshi holomem,OC,Yellow,5,,"Oshi Skill holo Power -2: Yellow Mic
[1/Turn]During this turn, your yellow center holomem gets Arts+20.

SP Oshi Skill holo Power -1: I'll take care of the rest!
[1/Game]Swap your center holomem with 1 non-resting back holomem. Then, restore 30 HP to the holomem that moved to the back position."
hSD07-002,"不知火フレア
(Shiranui Flare)",,Debut holomem,C,Yellow,110,#JP #Gen 3 #Half-Elf,"Arts: Konnui!
Cost: 1 any color
Power: 20

Arts: It's Shiranui Flare!
Cost: 3 any color
Power: 60

Extra: You may include any number of this holomem in the deck"
hSD07-003,"不知火フレア
(Shiranui Flare)",,Debut holomem,C,Yellow,50,#JP #Gen 3 #Half-Elf,"Collab Effect: With my precious friends
If there are 5 or less holomem on your stage, you may reveal 1 Debut [<Omaru Polka>, <Sakura Miko>, <Hoshimachi Suisei>, or <Shirogane Noel>] from your deck, and place it on stage. Then, shuffle the deck.

Arts: Going out with you
Cost: 1 yellow
Power: 20"
hSD07-004,"不知火フレア
(Shiranui Flare)",,Debut holomem,U,Yellow,100,#JP #Gen 3 #Half-Elf,"Arts: Wonderful Life
Cost: 1 yellow
Power: 30+
If you have less cards in hand than your opponent, this Arts gets +10."
hSD07-005,"不知火フレア
(Shiranui Flare)",,1st holomem,C,Yellow,170,#JP #Gen 3 #Half-Elf,"Arts: From me to you
Cost: 1 yellow
Power: 30

Arts: Tea time with you
Cost: 1 yellow, 1 any color
Power: 50"
hSD07-006,"不知火フレア
(Shiranui Flare)",,1st holomem,C,Yellow,120,#JP #Gen 3 #Half-Elf,"Bloom Effect: The tweeting of Elfriends
Reveal 1 <Elfriend> from your deck, and add it to hand. Then, shuffle the deck.

Arts: I'm the one who loves you the most♡
Cost: 1 any color
Power: 30+
If your Life is 3 or less, this Arts gets +30."
hSD07-007,"不知火フレア
(Shiranui Flare)",,1st holomem,U,Yellow,150,#JP #Gen 3 #Half-Elf,"Bloom Effect: I've grown a little bit
[Back position only]If your collab holomem has 70 or less HP remaining, you may swap this holomem with your collab holomem.

Arts: I want you to see it!
Cost: 1 yellow, 1 any color
Power: 40"
hSD07-008,"不知火フレア
(Shiranui Flare)",,1st Buzz holomem,R,Yellow,250,#JP #Gen 3 #Half-Elf,"Arts: Elfriend Party
Cost: 1 yellow, 1 any color
Power: 50
You may attach 1 <Elfriend> from your archive to this holomem.

Extra: If this holomem is downed, you get Life-2"
hSD07-009,"不知火フレア
(Shiranui Flare)",,2nd holomem,RR,Yellow,180,#JP #Gen 3 #Half-Elf,"Gift: Tireless
[Center position only]This holomem takes -10 damage.

Arts: Passion Stage
Cost: 1 yellow, 2 any color
Power: 70+, +50 vs red
If your Life is 3 or less, this Arts gets +70.

[SR version available in hBP03 Elite Spark]"
hSD07-010,"白銀ノエル
(Shirogane Noel)",,Debut holomem,U,White,70,#JP #Gen 3 #Alcohol,"Collab Effect: Confirmation of big things
During this turn, your center holomem gets Arts +10.

Arts: I want to build a lot
Cost: 1 any color
Power: 20"
hSD07-011,"さくらみこ
(Sakura Miko)",,Debut holomem,U,Red,60,#JP #Gen 0 #Baby,"Collab Effect: Burning♪ Burning♪
Deal 10 Special Damage to your opponent's center holomem.

Arts: The Demon Lord's Army is gone
Cost: 1 any color
Power: 20"
hSD07-012,"尾丸ポルカ
(Omaru Polka)",,Debut holomem,U,Red,50,"#JP #Gen 5
#Kemomimi","Collab Effect: Give us water
If your center holomem is <Shiranui Flare> and you have less cards in hand than your opponent, draw 1 card from your deck.

Arts: Ready to give up my life
Cost: 1 any color
Power: 20"
hSD07-013,"星街すいせい
(Hoshimachi Suisei)",,Debut holomem,U,Blue,70,#JP #Gen 0 #Singing,"Collab Effect: I'm running out of rice...
If your center holomem is <Shiranui Flare>, you may send 1 cheer from your archive to your holomem other than this one.

Arts: Please hire me!!
Cost: 1 any color
Power: 20"
hSD07-014,"不知火建設
(Shiranui Constructions)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of <Shiranui Flare>, <Omaru Polka>, <Sakura Miko>, <Hoshimachi Suisei>, and/or <Shirogane Noel> from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order."
hSD07-015,"エルフレンド
(Elfriend)",,Support (Fan),C,,,,"The holomem this fan is attached to gets +10 HP.

You may only attach this fan to your <Shiranui Flare>, and you may attach any number of this fan per holomem."
hSD08-001,,,,,,,,
hSD08-002,,,,,,,,
hSD08-003,,,,,,,,
hSD08-004,"天音かなた
(Amane Kanata)",,2nd holomem,RR,White,180,#JP #Gen 4 #Singing,"Gift: Angel Wind
[Center position only]Your collab Debut holomem with #Gen 4 gets Arts +40.

Arts: So that I can catch up with you
Cost: 2 white, 1 any color
Power: 120, +50 vs Red
[1/Turn]If your opponent's center holomem is downed by this Arts, deal 40 Special Damage to 1 of your opponent's 2nd holomem."
hSD09-001,,,,,,,,
hSD09-002,,,,,,,,
hSD09-003,,,,,,,,
hSD09-004,"宝鐘マリン
(Houshou Marine)",,2nd holomem,RR,Red,200,"#JP #Gen 3 #Painting
#Sea","Arts: Bonds of 3rd Generation
Cost: 1 red
Power: 60, +50 vs Yellow
If your stage has a holomem with #Gen 3 other than <Houshou Marine>, draw 1 card from your deck.

Arts: Over the horizon alongside you
Cost: 2 red, 1 any color
Power: 120, +50 vs yellow
Deal 10 Special Damage for each differently-named holomem with #Gen 3 on your stage to your opponent's center holomem and collab holomem."
hYS01-001,"七詩ムメイ
(Nanashi Mumei)",,Oshi holomem,OC,White,5,,"Oshi Skill holo Power -2: White Baton
[1/Turn]During this turn, your white collab holomem gets Arts +20.

SP Oshi Skill holo Power -1: Quick Guard
[1/Game]During your opponent's turn, usable if your white holomem would take Damage from your opponent:That holomem takes -20 Damage."
hYS01-002,"兎田ぺこら
(Usada Pekora)",,Oshi holomem,OC,Green,5,,"Oshi Skill holo Power -2: Green Baton
[1/Turn]During this turn, your green collab holomem gets Arts +20.

SP Oshi Skill holo Power -1: Let's All Give Our Best!
[1/Game]Restore 20 HP to all of your green holomem."
